virus_ID	Family	database	blast	deepac	dnabert	kNN	vibe	zoonotic_rank	Genus	Species	refseq.id	dataset	label	host_label
JF920401	Flaviviridae	GenBank	1.0	0.9977512268459096	0.9990342350567089	1.0	0.9993151903152466	0.9984278619289398	Flavivirus	Dengue virus	JF920401	past	1.0	1.0
JF920402	Flaviviridae	GenBank	1.0	0.9976496941903058	0.9990293117130504	1.0	0.999301351519192	0.9985564464330672	Flavivirus	Dengue virus	JF920402	past	1.0	1.0
JF920403	Flaviviridae	GenBank	1.0	0.9976072155293964	0.9990322412479492	1.0	0.9993004486674354	0.9982647687196732	Flavivirus	Dengue virus	JF920403	past	1.0	1.0
JF920404	Flaviviridae	GenBank	1.0	0.9978851339396309	0.9990324048434986	1.0	0.9993191782165975	0.9984429997205734	Flavivirus	Dengue virus	JF920404	past	1.0	1.0
JF920405	Flaviviridae	GenBank	1.0	0.9976144496132344	0.9990328353994032	1.0	0.9993195926441866	0.9985251903533936	Flavivirus	Dengue virus	JF920405	past	1.0	1.0
JF920406	Flaviviridae	GenBank	1.0	0.9979266271871678	0.9990335850154652	1.0	0.999317033851848	0.998646449446678	Flavivirus	Dengue virus	JF920406	past	1.0	1.0
JF920407	Flaviviridae	GenBank	1.0	0.9968966897796182	0.9990342715207268	1.0	0.99917451283511	0.998527358174324	Flavivirus	Dengue virus	JF920407	past	1.0	1.0
JF920408	Flaviviridae	GenBank	1.0	0.9974477838067448	0.999034144597895	1.0	0.9993154322399812	0.9985852181911468	Flavivirus	Dengue virus	JF920408	past	1.0	1.0
JF920409	Flaviviridae	GenBank	1.0	0.9973306214108186	0.999033120099236	1.0	0.999158214821535	0.9983624935150146	Flavivirus	Dengue virus	JF920409	past	1.0	1.0
JF920728	Flaviviridae	GenBank	0.0	0.0282395843745154	0.0011676502509919	0.0	0.0010451752822572	0.9976972252130508	Flavivirus	West Nile virus	JF920728	past	0.0	0.0
JF920729	Flaviviridae	GenBank	0.0	0.0293856675572255	0.0012657321619746	0.0	0.0011103734606876	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920729	past	0.0	0.0
JF920730	Flaviviridae	GenBank	0.0	0.031305156856337	0.0012220594258157	0.0	0.001654349118882	0.9976972252130508	Flavivirus	West Nile virus	JF920730	past	0.0	0.0
JF920731	Flaviviridae	GenBank	0.0	0.0323470619637085	0.0063482398535449	0.0	0.001377748796543	0.9976972252130508	Flavivirus	West Nile virus	JF920731	past	0.0	0.0
JF920732	Flaviviridae	GenBank	0.0	0.0294147062786789	0.0012035864902129	0.0	0.0010744663724285	0.9976972252130508	Flavivirus	West Nile virus	JF920732	past	0.0	0.0
JF920733	Flaviviridae	GenBank	0.0	0.029266503979178	0.0013269923641072	0.0	0.0010903098791673	0.9976972252130508	Flavivirus	West Nile virus	JF920733	past	0.0	0.0
JF920734	Flaviviridae	GenBank	0.0	0.0283633371194203	0.0011456921194968	0.0	0.0015560246974928	0.9976972252130508	Flavivirus	West Nile virus	JF920734	past	0.0	0.0
JF920735	Flaviviridae	GenBank	0.0	0.0318963384365334	0.0012053721166654	0.0	0.0014648165923598	0.9976972252130508	Flavivirus	West Nile virus	JF920735	past	0.0	0.0
JF920736	Flaviviridae	GenBank	0.0	0.0320383885572123	0.0073351283567188	0.0	0.0015279250422514	0.9976972252130508	Flavivirus	West Nile virus	JF920736	past	0.0	0.0
JF920737	Flaviviridae	GenBank	0.0	0.0289361160913748	0.001197091568472	0.0	0.0012953012337675	0.9976972252130508	Flavivirus	West Nile virus	JF920737	past	0.0	0.0
JF920738	Flaviviridae	GenBank	0.0	0.0310470440479762	0.0011822206885827	0.0	0.0014143365538021	0.9976972252130508	Flavivirus	West Nile virus	JF920738	past	0.0	0.0
JF920739	Flaviviridae	GenBank	0.0	0.0309396012317995	0.0032593705542493	0.0	0.0018238311993542	0.9976972252130508	Flavivirus	West Nile virus	JF920739	past	0.0	0.0
JF920740	Flaviviridae	GenBank	0.0	0.0304820976619209	0.0011697074625685	0.0	0.0015941192908766	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920740	past	0.0	0.0
JF920741	Flaviviridae	GenBank	0.0	0.0298522317782044	0.0025368950507767	0.0	0.0011898930985754	0.9976972252130508	Flavivirus	West Nile virus	JF920741	past	0.0	0.0
JF920742	Flaviviridae	GenBank	0.0	0.0311400297152645	0.0012423991930999	0.0	0.0014237615245613	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920742	past	0.0	0.0
JF920743	Flaviviridae	GenBank	0.0	0.0292568793744746	0.002826172172608	0.0	0.0012139697574606	0.9976972252130508	Flavivirus	West Nile virus	JF920743	past	0.0	0.0
JF920744	Flaviviridae	GenBank	0.0	0.0293803863994338	0.00133104073637	0.0	0.0011693646830013	0.9976972252130508	Flavivirus	West Nile virus	JF920744	past	0.0	0.0
JF920745	Flaviviridae	GenBank	0.0	0.0293522903476567	0.0013673158074893	0.0	0.0014439049663076	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920745	past	0.0	0.0
JF920746	Flaviviridae	GenBank	0.0	0.0296618886225457	0.0011972802610779	0.0	0.0014644046792195	0.9976972252130508	Flavivirus	West Nile virus	JF920746	past	0.0	0.0
JF920747	Flaviviridae	GenBank	0.0	0.029825619593177	0.0018962152762574	0.0	0.0011716484468184	0.9976972252130508	Flavivirus	West Nile virus	JF920747	past	0.0	0.0
JF920748	Flaviviridae	GenBank	0.0	0.030580852801601	0.0011712645209627	0.0	0.0017323944796641	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920748	past	0.0	0.0
JF920749	Flaviviridae	GenBank	0.0	0.0295662299455965	0.0014056845123003	0.0	0.0011245190015281	0.9976972252130508	Flavivirus	West Nile virus	JF920749	past	0.0	0.0
JF920750	Flaviviridae	GenBank	0.0	0.0285259061547763	0.0011938219800974	0.0	0.0011284006143207	0.9976972252130508	Flavivirus	West Nile virus	JF920750	past	0.0	0.0
JF920751	Flaviviridae	GenBank	0.0	0.029587532612769	0.0011761225349105	0.0	0.0011224703240098	0.9976972252130508	Flavivirus	West Nile virus	JF920751	past	0.0	0.0
JF920752	Flaviviridae	GenBank	0.0	0.0290165112597779	0.0010978238251049	0.0	0.0021034411807444	0.9976972252130508	Flavivirus	West Nile virus	JF920752	past	0.0	0.0
JF920753	Flaviviridae	GenBank	0.0	0.0304324201143839	0.0015103393350727	0.0	0.0012370925828102	0.9976972252130508	Flavivirus	Orthoflavivirus nilense	JF920753	past	0.0	0.0
JF920754	Flaviviridae	GenBank	0.0	0.0289796426015741	0.0013505371698342	0.0	0.0012894026318784	0.9976972252130508	Flavivirus	West Nile virus	JF920754	past	0.0	0.0
JF920755	Flaviviridae	GenBank	0.0	0.0313617268029381	0.0012656097861883	0.0	0.0015000220662092	0.9976972252130508	Flavivirus	West Nile virus	JF920755	past	0.0	0.0
JF920756	Flaviviridae	GenBank	0.0	0.0292221120175193	0.0022819985046654	0.0	0.0012719240553184	0.9976972252130508	Flavivirus	West Nile virus	JF920756	past	0.0	0.0
JF920757	Flaviviridae	GenBank	0.0	0.0293748392887851	0.0014233672176487	0.0	0.0010894563199733	0.9976972252130508	Flavivirus	West Nile virus	JF920757	past	0.0	0.0
JF920758	Flaviviridae	GenBank	0.0	0.0311281103312092	0.0011518533677136	0.0	0.0022046451497932	0.9976972252130508	Flavivirus	West Nile virus	JF920758	past	0.0	0.0
JF920759	Flaviviridae	GenBank	0.0	0.0277025823864866	0.0013031717437757	0.0	0.0015318951117532	0.9976972252130508	Flavivirus	West Nile virus	JF920759	past	0.0	0.0
JF920760	Flaviviridae	GenBank	0.0	0.0292250884231179	0.0011036729556508	0.0	0.0015640141334318	0.9976972252130508	Flavivirus	West Nile virus	JF920760	past	0.0	0.0
JF937596	Flaviviridae	GenBank	1.0	0.983995261680649	0.9990297247128316	1.0	0.9990814019398516	0.9969231176376344	Flavivirus	Dengue virus	JF937596	past	1.0	1.0
JF937597	Flaviviridae	GenBank	1.0	0.9901564207421728	0.999022404831576	1.0	0.998647472226476	0.9983935338258744	Flavivirus	Dengue virus	JF937597	past	1.0	1.0
JF937598	Flaviviridae	GenBank	1.0	0.9816758913152358	0.9989142354796916	1.0	0.9991008842692656	0.9985387688875198	Flavivirus	Dengue virus	JF937598	past	1.0	1.0
JF937599	Flaviviridae	GenBank	1.0	0.9911586186465096	0.9986747755723842	1.0	0.9985510678852304	0.9984533858299256	Flavivirus	Dengue virus	JF937599	past	1.0	1.0
JF937600	Flaviviridae	GenBank	1.0	0.9885311047714876	0.9990387393767576	1.0	0.99920192971287	0.9986229175329208	Flavivirus	Dengue virus	JF937600	past	1.0	1.0
JF937601	Flaviviridae	GenBank	1.0	0.9908264703061208	0.9989691829106894	1.0	0.9978167572653436	0.9986437517404556	Flavivirus	Dengue virus	JF937601	past	1.0	1.0
JF937602	Flaviviridae	GenBank	1.0	0.9847053002162152	0.9990383494331176	1.0	0.9991878852786787	0.9979116547107696	Flavivirus	Dengue virus	JF937602	past	1.0	1.0
JF937603	Flaviviridae	GenBank	1.0	0.9924162863248802	0.9990264076784432	1.0	0.998812126826091	0.9986740702390672	Flavivirus	Dengue virus	JF937603	past	1.0	1.0
JF937604	Flaviviridae	GenBank	1.0	0.9936263984944448	0.9990405720400524	1.0	0.9989157642226622	0.998102148771286	Flavivirus	Dengue virus	JF937604	past	1.0	1.0
JF937605	Flaviviridae	GenBank	1.0	0.99306289546461	0.999036835618766	1.0	0.998960164656122	0.9983364403247832	Flavivirus	Dengue virus	JF937605	past	1.0	1.0
JF937606	Flaviviridae	GenBank	1.0	0.9860645503882902	0.9990402316472616	1.0	0.9990705474313484	0.9986780333518982	Flavivirus	Dengue virus	JF937606	past	1.0	1.0
JF937607	Flaviviridae	GenBank	1.0	0.98624755747347	0.9990411939391172	1.0	0.9992278146456524	0.9989600819349288	Flavivirus	Dengue virus	JF937607	past	1.0	1.0
JF937608	Flaviviridae	GenBank	1.0	0.986723556576005	0.999039045299392	1.0	0.9991979318929006	0.998901731967926	Flavivirus	Dengue virus	JF937608	past	1.0	1.0
JF937609	Flaviviridae	GenBank	1.0	0.9856497458664768	0.9990385418914888	1.0	0.9991930091237448	0.998724403977394	Flavivirus	Dengue virus	JF937609	past	1.0	1.0
JF937610	Flaviviridae	GenBank	1.0	0.9870602840400604	0.9990406495979032	1.0	0.9992292918354632	0.9989336466789246	Flavivirus	Dengue virus	JF937610	past	1.0	1.0
JF937611	Flaviviridae	GenBank	1.0	0.9852091196071672	0.999040628772184	1.0	0.9992058284311408	0.99857627928257	Flavivirus	Dengue virus	JF937611	past	1.0	1.0
JF937612	Flaviviridae	GenBank	1.0	0.9874769151210784	0.9989316718918936	1.0	0.999169124733834	0.998202595114708	Flavivirus	Dengue virus	JF937612	past	1.0	1.0
JF937613	Flaviviridae	GenBank	1.0	0.9916606516723172	0.9989848481603416	1.0	0.9953014369470528	0.998395192027092	Flavivirus	Dengue virus	JF937613	past	1.0	1.0
JF937614	Flaviviridae	GenBank	1.0	0.9860393088984202	0.999040453548891	1.0	0.99906553130552	0.9988130205869674	Flavivirus	Dengue virus	JF937614	past	1.0	1.0
JF937615	Flaviviridae	GenBank	1.0	0.9846201050712402	0.999033433127116	1.0	0.9992243123341756	0.996434732079506	Flavivirus	Dengue virus	JF937615	past	1.0	1.0
JF937616	Flaviviridae	GenBank	1.0	0.9891692328165812	0.9990241599370198	1.0	0.9989633754075292	0.9984074813127518	Flavivirus	Dengue virus	JF937616	past	1.0	1.0
JF937617	Flaviviridae	GenBank	1.0	0.9860730221472592	0.9990381778004658	1.0	0.9991738264819224	0.9979670983552932	Flavivirus	Dengue virus	JF937617	past	1.0	1.0
JF937618	Flaviviridae	GenBank	1.0	0.9861691385866648	0.9990382431501366	1.0	0.9992021437150886	0.9988809478282928	Flavivirus	Dengue virus	JF937618	past	1.0	1.0
JF937619	Flaviviridae	GenBank	1.0	0.9894593903817326	0.9990276909736264	1.0	0.999160277556224	0.998665224313736	Flavivirus	Dengue virus	JF937619	past	1.0	1.0
JF937620	Flaviviridae	GenBank	1.0	0.997989620881922	0.9990323662757874	1.0	0.9993130599751192	0.9985785377025604	Flavivirus	Dengue virus	JF937620	past	1.0	1.0
JF937621	Flaviviridae	GenBank	1.0	0.997578897896935	0.9990350400700287	1.0	0.999292492866516	0.998430346250534	Flavivirus	Dengue virus	JF937621	past	1.0	1.0
JF937622	Flaviviridae	GenBank	1.0	0.9970256048090318	0.9990325549069572	1.0	0.9991713208310744	0.9985625505447387	Flavivirus	Dengue virus	JF937622	past	1.0	1.0
JF937623	Flaviviridae	GenBank	1.0	0.996287293995128	0.9990359334384694	1.0	0.9992300896083608	0.9985904067754744	Flavivirus	Dengue virus	JF937623	past	1.0	1.0
JF937624	Flaviviridae	GenBank	1.0	0.9971989568542032	0.9990350807414335	1.0	0.999229169593138	0.9985171729326248	Flavivirus	Dengue virus	JF937624	past	1.0	1.0
JF937625	Flaviviridae	GenBank	1.0	0.9972406113848968	0.999034473475288	1.0	0.9992261725313524	0.9986792641878128	Flavivirus	Dengue virus	JF937625	past	1.0	1.0
JF937626	Flaviviridae	GenBank	1.0	0.9939053879064672	0.9990187280318316	1.0	0.9992466793340796	0.9981663376092912	Flavivirus	Dengue virus	JF937626	past	1.0	1.0
JF937627	Flaviviridae	GenBank	1.0	0.9971605667046138	0.9990340017137074	1.0	0.9991550544897716	0.998437751531601	Flavivirus	Dengue virus	JF937627	past	1.0	1.0
JF937628	Flaviviridae	GenBank	1.0	0.9960510772817276	0.9990357083432816	1.0	0.9992390997269576	0.9983121490478516	Flavivirus	Dengue virus	JF937628	past	1.0	1.0
JF937629	Flaviviridae	GenBank	1.0	0.9978388961623696	0.9990347294246448	1.0	0.9993275081410128	0.9988128298521042	Flavivirus	Dengue virus	JF937629	past	1.0	1.0
JF937630	Flaviviridae	GenBank	1.0	0.998009443283081	0.9990313541458312	1.0	0.9993076963597032	0.9984822100400924	Flavivirus	Dengue virus	JF937630	past	1.0	1.0
JF937631	Flaviviridae	GenBank	1.0	0.991522613735426	0.9990316849379312	1.0	0.9983764454012826	0.9978055959939957	Flavivirus	Dengue virus	JF937631	past	1.0	1.0
JF937632	Flaviviridae	GenBank	1.0	0.9986704254434222	0.9990319134224028	1.0	0.999313276438486	0.9985699737071992	Flavivirus	Dengue virus	JF937632	past	1.0	1.0
JF937633	Flaviviridae	GenBank	1.0	0.9984278251143064	0.9990360947216258	1.0	0.9990264086162344	0.9984325295686722	Flavivirus	Dengue virus	JF937633	past	1.0	1.0
JF937634	Flaviviridae	GenBank	1.0	0.9975016341489904	0.9990340576452368	1.0	0.9993097137002384	0.9983539575338364	Flavivirus	Dengue virus	JF937634	past	1.0	1.0
JF937635	Flaviviridae	GenBank	1.0	0.7454538582319237	0.9961911777415908	1.0	0.9970467449670816	0.9858017975091934	Flavivirus	Dengue virus	JF937635	past	1.0	1.0
JF937636	Flaviviridae	GenBank	1.0	0.9981487652834724	0.9990333409870372	1.0	0.9992896570878872	0.9983171463012696	Flavivirus	Dengue virus	JF937636	past	1.0	1.0
JF937637	Flaviviridae	GenBank	1.0	0.9965658825986524	0.9990363625919118	1.0	0.999214457764345	0.9984219521284105	Flavivirus	Dengue virus	JF937637	past	1.0	1.0
JF937638	Flaviviridae	GenBank	1.0	0.9976280100205366	0.9990319406285004	1.0	0.9993131139699152	0.9984351271390914	Flavivirus	Dengue virus	JF937638	past	1.0	1.0
JF937639	Flaviviridae	GenBank	1.0	0.9960687714464525	0.999022864594179	1.0	0.998348867191988	0.998516247868538	Flavivirus	Dengue virus	JF937639	past	1.0	1.0
JF937640	Flaviviridae	GenBank	1.0	0.9973803611362682	0.9990344966159148	1.0	0.9992181806003346	0.9984789872169496	Flavivirus	Dengue virus	JF937640	past	1.0	1.0
JF937641	Flaviviridae	GenBank	1.0	0.9979154734050526	0.9990325436872596	1.0	0.9993181186563828	0.9986476671695708	Flavivirus	Dengue virus	JF937641	past	1.0	1.0
JF937642	Flaviviridae	GenBank	1.0	0.9979486079776988	0.9990325380774104	1.0	0.9993176467278424	0.9985947448015212	Flavivirus	Dengue virus	JF937642	past	1.0	1.0
JF937643	Flaviviridae	GenBank	1.0	0.9976593617882048	0.9990332218862716	1.0	0.9992963104020982	0.9985745859146118	Flavivirus	Dengue virus	JF937643	past	1.0	1.0
JF937644	Flaviviridae	GenBank	1.0	0.6351450182587267	0.983562234654484	1.0	0.9953354446284742	0.817740010023117	Flavivirus	Dengue virus	JF937644	past	1.0	1.0
JF937645	Flaviviridae	GenBank	1.0	0.6349342871143158	0.9835942078785724	1.0	0.9953452032732676	0.5598810535669326	Flavivirus	Dengue virus	JF937645	past	1.0	1.0
JF937646	Flaviviridae	GenBank	1.0	0.9977449325954212	0.999032334019156	1.0	0.9993144540225758	0.9982859486341475	Flavivirus	Dengue virus	JF937646	past	1.0	1.0
JF937647	Flaviviridae	GenBank	1.0	0.9972080917919384	0.9990326853359448	1.0	0.9991708573173074	0.9988741916418076	Flavivirus	Dengue virus	JF937647	past	1.0	1.0
JF937648	Flaviviridae	GenBank	1.0	0.9970602358088774	0.9990327470442828	1.0	0.9991700796520008	0.9983734142780304	Flavivirus	Dengue virus	JF937648	past	1.0	1.0
JF937649	Flaviviridae	GenBank	1.0	0.9837486025798752	0.9990338769303748	1.0	0.9991186842860946	0.9984658920764924	Flavivirus	Dengue virus	JF937649	past	1.0	1.0
JF937650	Flaviviridae	GenBank	1.0	0.984106639063502	0.9990408987884062	1.0	0.9990134052483431	0.9990280872583388	Flavivirus	Dengue virus	JF937650	past	1.0	1.0
JF937651	Flaviviridae	GenBank	1.0	0.987358920795973	0.9989150561565576	1.0	0.999120818321095	0.9985954755544664	Flavivirus	Dengue virus	JF937651	past	1.0	1.0
JF937652	Flaviviridae	GenBank	1.0	0.9936815819569996	0.9990350157022476	1.0	0.998477774716559	0.9939313226938248	Flavivirus	Dengue virus	JF937652	past	1.0	1.0
JF951367	Coronaviridae	GenBank	0.0	0.0098123696314779	0.0001210810363632	0.0	0.0012525374051899	0.0001140094543086	Gammacoronavirus	Avian coronavirus	JF951367	past	0.0	0.0
JF951368	Coronaviridae	GenBank	0.0	0.0145657544086973	0.0001206626223462	0.0	0.0008975938410283	0.0001109702713898	Gammacoronavirus	Avian coronavirus	JF951368	past	0.0	0.0
JF951369	Coronaviridae	GenBank	0.0	0.0406201298867997	0.0001206214135611	0.0	0.0008983373856888	0.0001118242590012	Gammacoronavirus	Avian coronavirus	JF951369	past	0.0	0.0
JF951370	Coronaviridae	GenBank	0.0	0.0050700152325869	0.0001210012286229	0.0	0.0009962302417709	0.0001157663148594	Gammacoronavirus	Avian coronavirus	JF951370	past	0.0	0.0
JF951371	Coronaviridae	GenBank	0.0	0.0137416834387784	0.0001206087226119	0.0	0.0008954836566072	0.0001109702713898	Gammacoronavirus	Avian coronavirus	JF951371	past	0.0	0.0
JF951372	Coronaviridae	GenBank	0.0	0.0485391779282228	0.0001196017323169	0.0	0.0009659460942762	0.0001114843904565	Gammacoronavirus	Avian coronavirus	JF951372	past	0.0	0.0
JF951373	Coronaviridae	GenBank	0.0	0.0469258256320105	0.0001205674321122	0.0	0.0008226124919019	0.0001117593867087	Gammacoronavirus	Avian coronavirus	JF951373	past	0.0	0.0
JF951374	Coronaviridae	GenBank	0.0	0.0475950623980539	0.0001208140837171	0.0	0.0012529339112986	0.0001115425156439	Gammacoronavirus	Avian coronavirus	JF951374	past	0.0	0.0
JF951375	Coronaviridae	GenBank	0.0	0.0507979546225844	0.0001208159603545	0.0	0.0008963251423735	0.0001115479098797	Gammacoronavirus	Avian coronavirus	JF951375	past	0.0	0.0
JF951376	Coronaviridae	GenBank	0.0	0.0475047501520468	0.0001209465766665	0.0	0.0009020371586442	0.0001115425156439	Gammacoronavirus	Avian coronavirus	JF951376	past	0.0	0.0
JF972636	Flaviviridae	GenBank	0.0	0.0294465931789839	0.0012896996778983	0.0	0.0016851048560484	0.9976927924156188	Flavivirus	Orthoflavivirus nilense	JF972636	past	0.0	0.0
JN000935	Flaviviridae	GenBank	1.0	0.9881786352180572	0.999038936143898	1.0	0.9991291158170584	0.9982294923067092	Flavivirus	Dengue virus	JN000935	past	1.0	1.0
JN000936	Flaviviridae	GenBank	1.0	0.9968919370855605	0.999034366437367	1.0	0.999264475135576	0.9986336189508438	Flavivirus	Dengue virus	JN000936	past	1.0	1.0
JN000937	Flaviviridae	GenBank	1.0	0.9928535567708764	0.9987501214785748	1.0	0.9992673748947052	0.9985318213701248	Flavivirus	Dengue virus	JN000937	past	1.0	1.0
JN000938	Flaviviridae	GenBank	1.0	0.9974793840857114	0.999034278533038	1.0	0.9993234381956212	0.998436895608902	Flavivirus	Dengue virus	JN000938	past	1.0	1.0
JN009085	Flaviviridae	GenBank	1.0	0.9985565145810446	0.9990330586830776	1.0	0.9991714805364608	0.9916913843154908	Flavivirus	Dengue virus	JN009085	past	1.0	1.0
JN054255	Flaviviridae	GenBank	1.0	0.9978493057018104	0.999027575171271	1.0	0.9993058623269548	0.9980952513217926	Flavivirus	Dengue virus	JN054255	past	1.0	1.0
JN054256	Flaviviridae	GenBank	1.0	0.9981587924236476	0.9990255936633708	1.0	0.9993198922900266	0.997990791797638	Flavivirus	Dengue virus	JN054256	past	1.0	1.0
JN093513	Flaviviridae	GenBank	1.0	0.996961954761954	0.9990232572836034	1.0	0.9991831036174998	0.9985576796531678	Flavivirus	Dengue virus	JN093513	past	1.0	1.0
JN093514	Flaviviridae	GenBank	1.0	0.996215235619318	0.9990307830628896	1.0	0.9991001046839214	0.9984564930200576	Flavivirus	Dengue virus	JN093514	past	1.0	1.0
JN093515	Flaviviridae	GenBank	1.0	0.9982658484402824	0.9990351094919092	1.0	0.999024059491999	0.9984801316261293	Flavivirus	Dengue virus	JN093515	past	1.0	1.0
JN093516	Flaviviridae	GenBank	1.0	0.9910043801169798	0.9990306037018098	1.0	0.9984752011586384	0.9981859797239304	Flavivirus	Dengue virus	JN093516	past	1.0	1.0
JN093517	Flaviviridae	GenBank	1.0	0.9907959390704224	0.9990345530393648	1.0	0.9991777590135248	0.9984260439872742	Flavivirus	Dengue virus	JN093517	past	1.0	1.0
JN127373	Flaviviridae	GenBank	1.0	0.8644748177627722	0.984399024148782	1.0	0.8398655945559342	0.9032599312067032	Pegivirus	Pegivirus C	JN127373	past	1.0	1.0
JN129834	Coronaviridae	GenBank	1.0	0.9977817457549426	0.9883872241389996	1.0	0.9879966982070127	0.9780911844968796	Betacoronavirus	Betacoronavirus 1	JN129834	past	1.0	1.0
JN129835	Coronaviridae	GenBank	1.0	0.99953909942082	0.9972172795509804	1.0	0.9994726910883066	0.9926648926734924	Betacoronavirus	Betacoronavirus 1	JN129835	past	1.0	1.0
JN183882	Coronaviridae	GenBank	0.0	0.2449284002824654	0.0004153475250253	0.0	0.0076475755155333	0.0078700641111936	Alphacoronavirus	Alphacoronavirus 1	JN183882	past	0.0	0.0
JN183883	Coronaviridae	GenBank	0.0	0.2263217470069044	0.0001309691046343	0.0	0.0057990540529984	0.0452528115967288	Alphacoronavirus	Alphacoronavirus 1	JN183883	past	0.0	0.0
JN183884	Flaviviridae	GenBank	1.0	0.997781359723636	0.9990344423623312	1.0	0.9993021693967638	0.9985017400979996	Flavivirus	Dengue virus	JN183884	past	1.0	1.0
JN183885	Flaviviridae	GenBank	0.0	0.1418958789242121	0.0041199757986413	0.8	0.0026975344125752	0.5451893228292465	Flavivirus	West Nile virus	JN183885	past	0.0	0.0
JN183886	Flaviviridae	GenBank	0.0	0.0913425643435296	0.0037602040738634	0.0	0.0021288354638005	0.5451893228292465	Flavivirus	West Nile virus	JN183886	past	0.0	0.0
JN183887	Flaviviridae	GenBank	0.0	0.0623724751174449	0.0024840332115726	0.0	0.0010045513726414	0.5436911034584045	Flavivirus	West Nile virus	JN183887	past	0.0	0.0
JN183888	Flaviviridae	GenBank	0.0	0.0663851643967277	0.0025198148344369	0.0	0.0011118491947212	0.5425782626867295	Flavivirus	West Nile virus	JN183888	past	0.0	0.0
JN183889	Flaviviridae	GenBank	0.0	0.1402318764622101	0.0041144709740321	0.1	0.0027193744445823	0.5393950071930885	Flavivirus	West Nile virus	JN183889	past	0.0	0.0
JN183890	Flaviviridae	GenBank	0.0	0.0267032955252077	0.0011752313481078	0.0	0.0013116939149941	0.1628165636956692	Flavivirus	Orthoflavivirus nilense	JN183890	past	0.0	0.0
JN183891	Flaviviridae	GenBank	0.0	0.1405341835703612	0.0038487460586198	0.0	0.0024633730122115	0.4717775070667266	Flavivirus	West Nile virus	JN183891	past	0.0	0.0
JN183892	Flaviviridae	GenBank	0.0	0.1422787562012672	0.0035149339983678	0.8	0.0030442998340517	0.4525502866506576	Flavivirus	West Nile virus	JN183892	past	0.0	0.0
JN183893	Flaviviridae	GenBank	0.0	0.0628286000505528	0.0026006521205143	0.0	0.0010008604200693	0.4520715028047561	Flavivirus	West Nile virus	JN183893	past	0.0	0.0
JN183894	Flaviviridae	GenBank	0.0	0.0631436374805429	0.0025863927337067	0.0	0.0009970462446183	0.4520961323380469	Flavivirus	West Nile virus	JN183894	past	0.0	0.0
JN183895	Flaviviridae	GenBank	0.0	0.1413234278559684	0.0037694557254914	0.0	0.0024381576516829	0.4520961323380469	Flavivirus	West Nile virus	JN183895	past	0.0	0.0
JN183896	Flaviviridae	GenBank	0.0	0.1417165398597717	0.0037670041311203	0.0	0.0024160809859441	0.4515999019145965	Flavivirus	West Nile virus	JN183896	past	0.0	0.0
JN183897	Flaviviridae	GenBank	0.0	0.1416416711667004	0.0036427838577176	0.0	0.0024111021710696	0.4515999019145965	Flavivirus	West Nile virus	JN183897	past	0.0	0.0
JN226796	Flaviviridae	GenBank	1.0	0.1373134878908045	0.6174907942930626	0.9	0.2573105446685668	0.5307593704760074	Flavivirus	Wesselsbron virus	JN226796	past	1.0	1.0
JN367277	Flaviviridae	GenBank	0.0	0.02840620679233	0.0012520863352726	0.0	0.0015495753621079	0.5130702894926071	Flavivirus	Orthoflavivirus nilense	JN367277	past	0.0	0.0
JN368476	Flaviviridae	GenBank	1.0	0.6692646577077753	0.9849064953186932	1.0	0.9939171335276435	0.9912136542797088	Flavivirus	Dengue virus	JN368476	past	1.0	1.0
JN368477	Flaviviridae	GenBank	1.0	0.9930533170700072	0.999001584333532	1.0	0.9989082785213694	0.9982786446809768	Flavivirus	Dengue virus	JN368477	past	1.0	1.0
JN393308	Flaviviridae	GenBank	0.0	0.4582864144309	0.4020008587024428	0.1	0.4609840911474417	0.9626030033826828	Flavivirus	Orthoflavivirus nilense	JN393308	past	0.0	0.0
JN400273	Flaviviridae	GenBank	0.0	0.0228159088375312	0.0014784640718099	0.0	0.0010071312901754	0.9048848354816436	Pestivirus	Pestivirus A	JN400273	past	0.0	0.0
JN406514	Flaviviridae	GenBank	1.0	0.997165463251226	0.9990262648638556	1.0	0.9991020188612096	0.9985841077566148	Flavivirus	Dengue virus	JN406514	past	1.0	1.0
JN406515	Flaviviridae	GenBank	1.0	0.995678638009464	0.999034583568573	1.0	0.9989349512492908	0.9947064369916916	Flavivirus	Dengue virus	JN406515	past	1.0	1.0
JN559740	Flaviviridae	GenBank	1.0	0.8741624853190254	0.9974142362089718	1.0	0.9959551488651948	0.9907356214523316	Flavivirus	Dengue virus	JN559740	past	1.0	1.0
JN559741	Flaviviridae	GenBank	1.0	0.9129106241114	0.9976701631265528	1.0	0.9964594742831062	0.9934162104129792	Flavivirus	Dengue virus	JN559741	past	1.0	1.0
JN588558	Flaviviridae	GenBank	1.0	0.9607490263382594	0.9812063141663868	1.0	0.8583538868526618	0.9920284402370452	Hepacivirus	Hepacivirus C	JN588558	past	1.0	1.0
