,UniversalName,Strain,Accessions,WholeGenome,InfectsHumans,fold
1477,MZ325296,MZ325296,MZ325296,1,FALSE,test
1478,MZ325297,MZ325297,MZ325297,1,FALSE,test
1479,MZ325298,MZ325298,MZ325298,1,FALSE,test
1480,MZ325299,MZ325299,MZ325299,1,FALSE,test
1481,MZ325300,MZ325300,MZ325300,1,FALSE,test
1484,MZ581326,MZ581326,MZ581326,1,FALSE,test
1505,LC654450,LC654450,LC654450,1,TRUE,test
1511,LC654456,LC654456,LC654456,1,TRUE,test
1522,MW222189,MW222189,MW222189,1,FALSE,test
1523,MT783684,MT783684,MT783684,1,FALSE,test
1524,MT787025,MT787025,MT787025,1,FALSE,test
1525,MZ328294,MZ328294,MZ328294,1,FALSE,test
1526,MZ328297,MZ328297,MZ328297,1,FALSE,test
1527,MZ328298,MZ328298,MZ328298,1,FALSE,test
1528,MZ328299,MZ328299,MZ328299,1,FALSE,test
1529,MZ328300,MZ328300,MZ328300,1,FALSE,test
1530,MZ328301,MZ328301,MZ328301,1,FALSE,test
1531,MZ328302,MZ328302,MZ328302,1,FALSE,test
1532,MZ328303,MZ328303,MZ328303,1,FALSE,test
1533,MZ803010,MZ803010,MZ803010,1,FALSE,test
1534,OK017792,OK017792,OK017792,1,FALSE,test
1554,OK017812,OK017812,OK017812,1,FALSE,test
1555,OK017813,OK017813,OK017813,1,FALSE,test
1556,OK017814,OK017814,OK017814,1,FALSE,test
1557,OK017815,OK017815,OK017815,1,FALSE,test
1558,OK017816,OK017816,OK017816,1,FALSE,test
1559,OK017817,OK017817,OK017817,1,FALSE,test
1561,OK017819,OK017819,OK017819,1,FALSE,test
1562,OK017820,OK017820,OK017820,1,FALSE,test
1563,OK017821,OK017821,OK017821,1,FALSE,test
1564,OK017822,OK017822,OK017822,1,FALSE,test
1565,OK017823,OK017823,OK017823,1,FALSE,test
1566,OK017824,OK017824,OK017824,1,FALSE,test
1588,OK017846,OK017846,OK017846,1,FALSE,test
1589,OK017847,OK017847,OK017847,1,FALSE,test
1590,OK017848,OK017848,OK017848,1,FALSE,test
1591,OK017849,OK017849,OK017849,1,FALSE,test
1592,OK017850,OK017850,OK017850,1,FALSE,test
1593,OK017851,OK017851,OK017851,1,FALSE,test
1603,MZ268115,MZ268115,MZ268115,1,FALSE,test
1604,MZ313556,MZ313556,MZ313556,1,FALSE,test
1605,MZ313557,MZ313557,MZ313557,1,FALSE,test
1606,MZ325484,MZ325484,MZ325484,1,FALSE,test
1607,MZ325485,MZ325485,MZ325485,1,FALSE,test
1608,MZ325486,MZ325486,MZ325486,1,FALSE,test
1618,MZ327723,MZ327723,MZ327723,1,FALSE,test
1619,MZ327724,MZ327724,MZ327724,1,FALSE,test
1625,MT646162,MT646162,MT646162,1,FALSE,test
1626,MT625963,MT625963,MT625963,1,FALSE,test
1627,MW854634,MW854634,MW854634,1,FALSE,test
1631,MW802581,MW802581,MW802581,1,FALSE,test
1632,MW802582,MW802582,MW802582,1,FALSE,train
1636,MZ420153,MZ420153,MZ420153,1,TRUE,train
1637,MZ291567,MZ291567,MZ291567,1,FALSE,test
1638,MN535731,MN535731,MN535731,1,FALSE,train
1639,MN535732,MN535732,MN535732,1,FALSE,train
1641,MN535734,MN535734,MN535734,1,FALSE,train
1666,MT665806,MT665806,MT665806,1,FALSE,test
1667,MN482242,MN482242,MN482242,1,FALSE,train
1668,MN482243,MN482243,MN482243,1,FALSE,train
1669,MW685622,MW685622,MW685622,1,TRUE,test
1670,MW685623,MW685623,MW685623,1,TRUE,test
1671,MW685624,MW685624,MW685624,1,TRUE,test
1672,MZ218052,MZ218052,MZ218052,1,FALSE,train
1674,MW222181,MW222181,MW222181,1,FALSE,test
1692,MW591993,MW591993,MW591993,1,TRUE,train
1696,MN757859,MN757859,MN757859,1,FALSE,test
1697,MT726043,MT726043,MT726043,1,FALSE,test
1699,MT726045,MT726045,MT726045,1,FALSE,test
1701,MW773844,MW773844,MW773844,1,FALSE,test
1702,MT701511,MT701511,MT701511,1,FALSE,test
1708,MT239439,MT239439,MT239439,1,FALSE,test
1709,MT239440,MT239440,MT239440,1,FALSE,test
1710,MW545527,MW545527,MW545527,1,FALSE,test
1711,MW545528,MW545528,MW545528,1,FALSE,test
1726,MT367412,MT367412,MT367412,1,FALSE,test
1738,MW532103,MW532103,MW532103,1,TRUE,train
1739,MW532104,MW532104,MW532104,1,TRUE,train
1740,MW532105,MW532105,MW532105,1,TRUE,train
1741,MW532106,MW532106,MW532106,1,TRUE,train
1742,MW532107,MW532107,MW532107,1,TRUE,train
1743,MW532108,MW532108,MW532108,1,TRUE,test
1745,MW532110,MW532110,MW532110,1,TRUE,test
1746,MW532111,MW532111,MW532111,1,TRUE,test
1747,MW532112,MW532112,MW532112,1,TRUE,test
1748,MW532113,MW532113,MW532113,1,TRUE,test
1749,MW532114,MW532114,MW532114,1,TRUE,test
1750,MW532115,MW532115,MW532115,1,TRUE,test
1751,MW532116,MW532116,MW532116,1,TRUE,test
1752,MW532117,MW532117,MW532117,1,TRUE,test
1753,MW532118,MW532118,MW532118,1,TRUE,test
1754,MW532119,MW532119,MW532119,1,TRUE,test
1757,MW556742,MW556742,MW556742,1,FALSE,test
1759,MT576083,MT576083,MT576083,1,FALSE,test
1761,MT226600,MT226600,MT226600,1,FALSE,test
1762,MT226601,MT226601,MT226601,1,FALSE,test
1763,MT226602,MT226602,MT226602,1,FALSE,test
1764,MT226603,MT226603,MT226603,1,FALSE,test
1765,MT226604,MT226604,MT226604,1,FALSE,test
1766,MT226605,MT226605,MT226605,1,FALSE,test
1767,MT226606,MT226606,MT226606,1,FALSE,test
1768,MT226607,MT226607,MT226607,1,FALSE,test
1771,MT683617,MT683617,MT683617,1,FALSE,test
1772,MW165327,MW165327,MW165327,1,FALSE,test
1773,MW165328,MW165328,MW165328,1,FALSE,test
1774,MW165329,MW165329,MW165329,1,FALSE,test
1785,MT591566,MT591566,MT591566,1,FALSE,train
1786,MN758606,MN758606,MN758606,1,FALSE,test
1787,MN758607,MN758607,MN758607,1,FALSE,test
1788,MN758608,MN758608,MN758608,1,FALSE,test
1789,MN758609,MN758609,MN758609,1,FALSE,test
1791,MN758611,MN758611,MN758611,1,FALSE,test
1793,MN758613,MN758613,MN758613,1,FALSE,test
1794,MN758614,MN758614,MN758614,1,FALSE,test
1803,MW218395,MW218395,MW218395,1,FALSE,test
1807,MN654970,MN654970,MN654970,1,FALSE,test
1808,MN654971,MN654971,MN654971,1,FALSE,test
1809,MN654972,MN654972,MN654972,1,FALSE,test
1810,MN654973,MN654973,MN654973,1,FALSE,test
1811,MN654974,MN654974,MN654974,1,FALSE,test
1812,MN654975,MN654975,MN654975,1,FALSE,test
1814,MN654977,MN654977,MN654977,1,FALSE,test
1816,MN654979,MN654979,MN654979,1,FALSE,test
1817,MN654980,MN654980,MN654980,1,FALSE,test
1819,MN654982,MN654982,MN654982,1,FALSE,test
1823,MN654986,MN654986,MN654986,1,FALSE,test
1826,MN654989,MN654989,MN654989,1,FALSE,test
1828,MN654991,MN654991,MN654991,1,FALSE,test
1829,MN654992,MN654992,MN654992,1,FALSE,test
1831,MN654994,MN654994,MN654994,1,FALSE,train
1835,MN654998,MN654998,MN654998,1,FALSE,train
1836,MN654999,MN654999,MN654999,1,FALSE,eval
1839,MN655002,MN655002,MN655002,1,FALSE,train
1842,MN655005,MN655005,MN655005,1,FALSE,train
1845,MN655008,MN655008,MN655008,1,FALSE,train
1847,MN655010,MN655010,MN655010,1,FALSE,train
1848,MN655011,MN655011,MN655011,1,FALSE,train
1853,MN655016,MN655016,MN655016,1,FALSE,train
1854,MN655017,MN655017,MN655017,1,FALSE,train
1858,LC556375,LC556375,LC556375,1,FALSE,train
1861,MT602520,MT602520,MT602520,1,FALSE,test
1862,MW086527,MW086527,MW086527,1,FALSE,train
1863,MW086528,MW086528,MW086528,1,FALSE,train
1864,MW086529,MW086529,MW086529,1,FALSE,train
1865,MW086530,MW086530,MW086530,1,FALSE,train
1866,MW086531,MW086531,MW086531,1,FALSE,train
1868,MW086533,MW086533,MW086533,1,FALSE,train
1869,MW086534,MW086534,MW086534,1,FALSE,train
1870,MW086535,MW086535,MW086535,1,FALSE,train
1872,MW086537,MW086537,MW086537,1,FALSE,eval
1873,MW086538,MW086538,MW086538,1,FALSE,train
1874,MW086539,MW086539,MW086539,1,FALSE,train
1876,MN879331,MN879331,MN879331,1,FALSE,train
1877,MN942260,MN942260,MN942260,1,FALSE,test
1878,MT820625,MT820625,MT820625,1,FALSE,test
1879,MT820626,MT820626,MT820626,1,FALSE,test
1880,MT820627,MT820627,MT820627,1,FALSE,test
1886,MT549854,MT549854,MT549854,1,FALSE,train
1888,MT747186,MT747186,MT747186,1,FALSE,test
1889,MT747187,MT747187,MT747187,1,FALSE,test
1890,MT747188,MT747188,MT747188,1,FALSE,test
1891,MT547179,MT547179,MT547179,1,FALSE,test
1892,MT547180,MT547180,MT547180,1,FALSE,test
1893,KU893862,KU893862,KU893862,1,FALSE,test
1894,KU893863,KU893863,KU893863,1,FALSE,test
1895,KU893864,KU893864,KU893864,1,FALSE,test
1896,KU893865,KU893865,KU893865,1,FALSE,test
1897,KU893866,KU893866,KU893866,1,FALSE,test
1898,KU893867,KU893867,KU893867,1,FALSE,test
1899,KU893868,KU893868,KU893868,1,FALSE,test
1917,MN644470,MN644470,MN644470,1,FALSE,test
1918,MN199462,MN199462,MN199462,1,FALSE,train
1919,MN199463,MN199463,MN199463,1,FALSE,train
1920,MN199464,MN199464,MN199464,1,FALSE,train
1921,MN199465,MN199465,MN199465,1,FALSE,train
1924,MN987230,MN987230,MN987230,1,FALSE,train
1925,MN987231,MN987231,MN987231,1,FALSE,train
1935,MK953937,MK953937,MK953937,1,FALSE,train
1936,MK957244,MK957244,MK957244,1,FALSE,train
1938,MN535736,MN535736,MN535736,1,FALSE,test
1939,MN535737,MN535737,MN535737,1,FALSE,test
1941,MN692770,MN692770,MN692770,1,FALSE,test
1942,MN692771,MN692771,MN692771,1,FALSE,test
1943,MN692772,MN692772,MN692772,1,FALSE,test
1944,MN692773,MN692773,MN692773,1,FALSE,test
1945,MN692774,MN692774,MN692774,1,FALSE,test
1946,MN692775,MN692775,MN692775,1,FALSE,test
1947,MN692776,MN692776,MN692776,1,FALSE,test
1948,MN692777,MN692777,MN692777,1,FALSE,test
1949,MN692778,MN692778,MN692778,1,FALSE,test
1950,MN692779,MN692779,MN692779,1,FALSE,test
1951,MN692780,MN692780,MN692780,1,FALSE,test
1952,MN692781,MN692781,MN692781,1,FALSE,test
1953,MN692782,MN692782,MN692782,1,FALSE,test
1954,MN692783,MN692783,MN692783,1,FALSE,test
1955,MN692784,MN692784,MN692784,1,FALSE,test
1956,MN692785,MN692785,MN692785,1,FALSE,test
1957,MN692786,MN692786,MN692786,1,FALSE,test
1965,MN548285,MN548285,MN548285,1,FALSE,train
1966,MN548286,MN548286,MN548286,1,FALSE,train
1967,MN548287,MN548287,MN548287,1,FALSE,train
1968,MN548288,MN548288,MN548288,1,FALSE,train
1969,MN548289,MN548289,MN548289,1,FALSE,train
1972,MT263013,MT263013,MT263013,1,FALSE,test
1973,MT350598,MT350598,MT350598,1,FALSE,train
1974,KX361343,KX361343,KX361343,1,FALSE,test
1975,KX361344,KX361344,KX361344,1,FALSE,test
1976,KX361345,KX361345,KX361345,1,FALSE,test
1977,MN711790,MN711790,MN711790,1,FALSE,train
1978,MT438696,MT438696,MT438696,1,TRUE,train
1979,MT438697,MT438697,MT438697,1,TRUE,eval
1980,MT438698,MT438698,MT438698,1,TRUE,eval
1981,MT438699,MT438699,MT438699,1,TRUE,eval
1982,MT438700,MT438700,MT438700,1,TRUE,train
1983,MT387202,MT387202,MT387202,1,TRUE,test
1985,MN509587,MN509587,MN509587,1,FALSE,train
1986,MN509588,MN509588,MN509588,1,FALSE,eval
1987,MN509589,MN509589,MN509589,1,FALSE,eval
1988,MN517816,MN517816,MN517816,1,FALSE,train
1989,MN517817,MN517817,MN517817,1,FALSE,train
1990,MN531554,MN531554,MN531554,1,FALSE,train
1991,MN531555,MN531555,MN531555,1,FALSE,train
1992,MN531556,MN531556,MN531556,1,FALSE,train
1995,MT199591,MT199591,MT199591,1,FALSE,test
1997,MN307884,MN307884,MN307884,1,FALSE,train
2002,MT040333,MT040333,MT040333,1,FALSE,train
2003,MT040334,MT040334,MT040334,1,FALSE,train
2004,MT040335,MT040335,MT040335,1,FALSE,train
2005,MT040336,MT040336,MT040336,1,FALSE,train
2012,MH025762,MH025762,MH025762,1,FALSE,test
2014,MH025764,MH025764,MH025764,1,FALSE,test
2015,MK994934,MK994934,MK994934,1,FALSE,test
2028,MN486588,MN486588,MN486588,1,FALSE,test
2096,MN996532,MN996532,MN996532,1,FALSE,train
2097,MN025260,MN025260,MN025260,1,FALSE,test
2101,KX998969,KX998969,KX998969,1,FALSE,train
2102,MK071619,MK071619,MK071619,1,FALSE,test
2103,MK071620,MK071620,MK071620,1,FALSE,test
2104,MK071621,MK071621,MK071621,1,FALSE,test
2105,MK071622,MK071622,MK071622,1,FALSE,test
2106,MK071623,MK071623,MK071623,1,FALSE,test
2107,MK071624,MK071624,MK071624,1,FALSE,test
2108,MK071625,MK071625,MK071625,1,FALSE,test
2109,MK071626,MK071626,MK071626,1,FALSE,test
2110,MK071627,MK071627,MK071627,1,FALSE,test
2112,MK071629,MK071629,MK071629,1,FALSE,test
2113,MK071630,MK071630,MK071630,1,FALSE,test
2114,MK071631,MK071631,MK071631,1,FALSE,test
2115,MK071632,MK071632,MK071632,1,FALSE,test
2116,MK071633,MK071633,MK071633,1,FALSE,test
2117,MK071634,MK071634,MK071634,1,FALSE,test
2118,MK071635,MK071635,MK071635,1,FALSE,test
2119,MK071636,MK071636,MK071636,1,FALSE,test
2120,MK071637,MK071637,MK071637,1,FALSE,test
2121,MK071638,MK071638,MK071638,1,FALSE,test
2122,MK071639,MK071639,MK071639,1,FALSE,test
2132,MK584552,MK584552,MK584552,1,FALSE,test
2139,MN599049,MN599049,MN599049,1,FALSE,train
2140,MN723542,MN723542,MN723542,1,TRUE,test
2141,MN723543,MN723543,MN723543,1,TRUE,test
2144,MN197549,MN197549,MN197549,1,FALSE,train
2145,MN512434,MN512434,MN512434,1,FALSE,train
2146,MN512435,MN512435,MN512435,1,FALSE,train
2147,MN512436,MN512436,MN512436,1,FALSE,train
2148,MN512437,MN512437,MN512437,1,FALSE,train
2149,MN512438,MN512438,MN512438,1,FALSE,train
2150,MK862249,MK862249,MK862249,1,FALSE,test
2152,MK907286,MK907286,MK907286,1,FALSE,train
2153,MK907287,MK907287,MK907287,1,FALSE,train
2154,MN249445,MN249445,MN249445,1,FALSE,train
2156,LC488390,LC488390,LC488390,1,TRUE,train
2159,MK644601,MK644601,MK644601,1,FALSE,test
2160,MK644602,MK644602,MK644602,1,FALSE,test
2161,MK644603,MK644603,MK644603,1,FALSE,test
2162,MK644604,MK644604,MK644604,1,FALSE,test
2164,MN514962,MN514962,MN514962,1,FALSE,eval
2165,MN514963,MN514963,MN514963,1,FALSE,train
2166,MN514964,MN514964,MN514964,1,FALSE,train
2167,MN514965,MN514965,MN514965,1,FALSE,train
2168,MN514966,MN514966,MN514966,1,FALSE,train
2169,MN514967,MN514967,MN514967,1,FALSE,eval
2170,MH726362,MH726362,MH726362,1,FALSE,test
2171,MH726363,MH726363,MH726363,1,FALSE,test
2172,MH726364,MH726364,MH726364,1,FALSE,test
2173,MH726365,MH726365,MH726365,1,FALSE,test
2174,MH726366,MH726366,MH726366,1,FALSE,test
2175,MH726367,MH726367,MH726367,1,FALSE,test
2176,MH726368,MH726368,MH726368,1,FALSE,test
2177,MH726369,MH726369,MH726369,1,FALSE,test
2178,MH726370,MH726370,MH726370,1,FALSE,test
2179,MH726371,MH726371,MH726371,1,FALSE,test
2180,MH726372,MH726372,MH726372,1,FALSE,test
2181,MH726373,MH726373,MH726373,1,FALSE,test
2182,MH726374,MH726374,MH726374,1,FALSE,test
2183,MH726375,MH726375,MH726375,1,FALSE,test
2184,MH726376,MH726376,MH726376,1,FALSE,test
2185,MH726377,MH726377,MH726377,1,FALSE,test
2186,MH726378,MH726378,MH726378,1,FALSE,test
2187,MH726379,MH726379,MH726379,1,FALSE,test
2188,MH726380,MH726380,MH726380,1,FALSE,test
2189,MH726381,MH726381,MH726381,1,FALSE,test
2190,MH726382,MH726382,MH726382,1,FALSE,test
2191,MH726383,MH726383,MH726383,1,FALSE,test
2192,MH726384,MH726384,MH726384,1,FALSE,test
2193,MH726385,MH726385,MH726385,1,FALSE,test
2194,MH726386,MH726386,MH726386,1,FALSE,test
2195,MH726387,MH726387,MH726387,1,FALSE,test
2196,MH726388,MH726388,MH726388,1,FALSE,test
2197,MH726389,MH726389,MH726389,1,FALSE,test
2198,MH726390,MH726390,MH726390,1,FALSE,test
2199,MH726391,MH726391,MH726391,1,FALSE,test
2200,MH726392,MH726392,MH726392,1,FALSE,test
2201,MH726393,MH726393,MH726393,1,FALSE,test
2202,MH726394,MH726394,MH726394,1,FALSE,test
2203,MH726395,MH726395,MH726395,1,FALSE,test
2204,MH726396,MH726396,MH726396,1,FALSE,test
2205,MH726397,MH726397,MH726397,1,FALSE,test
2206,MH726398,MH726398,MH726398,1,FALSE,test
2207,MH726399,MH726399,MH726399,1,FALSE,test
2208,MH726400,MH726400,MH726400,1,FALSE,test
2209,MH726401,MH726401,MH726401,1,FALSE,test
2210,MH726402,MH726402,MH726402,1,FALSE,test
2211,MH726403,MH726403,MH726403,1,FALSE,test
2212,MH726404,MH726404,MH726404,1,FALSE,test
2213,MH726405,MH726405,MH726405,1,FALSE,test
2214,MH726406,MH726406,MH726406,1,FALSE,test
2215,MH726407,MH726407,MH726407,1,FALSE,test
2216,MH726408,MH726408,MH726408,1,FALSE,test
2217,MK690502,MK690502,MK690502,1,FALSE,test
2218,MN065811,MN065811,MN065811,1,FALSE,test
2221,MK558089,MK558089,MK558089,1,FALSE,test
2226,MK492263,MK492263,MK492263,1,FALSE,train
2227,MN096598,MN096598,MN096598,1,FALSE,train
2239,MK409657,MK409657,MK409657,1,FALSE,test
2240,MK409658,MK409658,MK409658,1,FALSE,test
2241,MK409659,MK409659,MK409659,1,FALSE,test
2247,MN037494,MN037494,MN037494,1,FALSE,train
2248,MK841494,MK841494,MK841494,1,FALSE,train
2249,MK841495,MK841495,MK841495,1,FALSE,train
2252,MK559454,MK559454,MK559454,1,FALSE,train
2261,MK581205,MK581205,MK581205,1,FALSE,train
2262,MK581206,MK581206,MK581206,1,FALSE,train
2263,MK581207,MK581207,MK581207,1,FALSE,train
2264,MK581208,MK581208,MK581208,1,FALSE,train
2265,MK330604,MK330604,MK330604,1,FALSE,eval
2269,MK329221,MK329221,MK329221,1,FALSE,train
2270,MK309398,MK309398,MK309398,1,FALSE,eval
2272,MK355396,MK355396,MK355396,1,FALSE,train
2273,MK572803,MK572803,MK572803,1,FALSE,train
2275,MK211169,MK211169,MK211169,1,FALSE,train
2276,MK211369,MK211369,MK211369,1,FALSE,train
2277,MK211370,MK211370,MK211370,1,FALSE,train
2278,MK211371,MK211371,MK211371,1,FALSE,train
2279,MK211372,MK211372,MK211372,1,FALSE,train
2280,MK211373,MK211373,MK211373,1,FALSE,train
2281,MK211374,MK211374,MK211374,1,FALSE,train
2282,MK211375,MK211375,MK211375,1,FALSE,train
2283,MK211376,MK211376,MK211376,1,FALSE,eval
2284,MK211377,MK211377,MK211377,1,FALSE,eval
2285,MK211378,MK211378,MK211378,1,FALSE,train
2286,MK211379,MK211379,MK211379,1,FALSE,train
2290,MK217372,MK217372,MK217372,1,FALSE,train
2291,MK217373,MK217373,MK217373,1,FALSE,train
2292,MK217374,MK217374,MK217374,1,FALSE,train
2293,MK217375,MK217375,MK217375,1,FALSE,train
2294,MK423876,MK423876,MK423876,1,FALSE,eval
2295,MK423877,MK423877,MK423877,1,FALSE,train
2296,MK574042,MK574042,MK574042,1,FALSE,eval
2297,MK574043,MK574043,MK574043,1,FALSE,eval
2298,MK937828,MK937828,MK937828,1,FALSE,train
2299,MK937829,MK937829,MK937829,1,FALSE,train
2302,MK937832,MK937832,MK937832,1,FALSE,train
2303,MK937833,MK937833,MK937833,1,FALSE,eval
2306,MK720945,MK720945,MK720945,1,FALSE,train
2307,MK720946,MK720946,MK720946,1,FALSE,eval
2310,MK138353,MK138353,MK138353,1,FALSE,eval
2318,MH891588,MH891588,MH891588,1,FALSE,eval
2322,MH910099,MH910099,MH910099,1,FALSE,train
2323,MH259485,MH259485,MH259485,1,FALSE,train
2324,MH259486,MH259486,MH259486,1,FALSE,train
2325,MK728875,MK728875,MK728875,1,FALSE,train
2330,MK679660,MK679660,MK679660,1,FALSE,train
2335,MK303619,MK303619,MK303619,1,TRUE,test
2336,MK303620,MK303620,MK303620,1,TRUE,test
2337,MK303621,MK303621,MK303621,1,TRUE,test
2338,MK303622,MK303622,MK303622,1,TRUE,test
2339,MK303623,MK303623,MK303623,1,TRUE,test
2340,MK303624,MK303624,MK303624,1,TRUE,test
2341,MK303625,MK303625,MK303625,1,TRUE,test
2346,MH697599,MH697599,MH697599,1,FALSE,train
2351,MK564474,MK564474,MK564474,1,FALSE,train
2352,MK564475,MK564475,MK564475,1,FALSE,train
2353,MK392335,MK392335,MK392335,1,FALSE,train
2354,MH029552,MH029552,MH029552,1,TRUE,test
2355,MK462243,MK462243,MK462243,1,TRUE,test
2356,MK462244,MK462244,MK462244,1,TRUE,test
2357,MK462245,MK462245,MK462245,1,TRUE,test
2358,MK462246,MK462246,MK462246,1,TRUE,test
2374,MG757138,MG757138,MG757138,1,FALSE,train
2375,MG757139,MG757139,MG757139,1,FALSE,train
2376,MG757140,MG757140,MG757140,1,FALSE,train
2377,MG757141,MG757141,MG757141,1,FALSE,train
2378,MG757142,MG757142,MG757142,1,FALSE,eval
2379,MG757593,MG757593,MG757593,1,TRUE,test
2380,MG757594,MG757594,MG757594,1,TRUE,test
2381,MG757595,MG757595,MG757595,1,TRUE,test
2382,MG757596,MG757596,MG757596,1,TRUE,test
2383,MG757597,MG757597,MG757597,1,TRUE,test
2384,MG757598,MG757598,MG757598,1,TRUE,test
2385,MG757599,MG757599,MG757599,1,TRUE,test
2386,MG757600,MG757600,MG757600,1,TRUE,test
2387,MG757601,MG757601,MG757601,1,TRUE,test
2388,MG757602,MG757602,MG757602,1,TRUE,test
2389,MG757603,MG757603,MG757603,1,TRUE,test
2390,MG757604,MG757604,MG757604,1,TRUE,test
2391,MG757605,MG757605,MG757605,1,TRUE,test
2392,MK357908,MK357908,MK357908,1,FALSE,train
2393,MK357909,MK357909,MK357909,1,FALSE,train
2394,MH181793,MH181793,MH181793,1,FALSE,train
2395,MH539766,MH539766,MH539766,1,FALSE,eval
2397,MG738154,MG738154,MG738154,1,FALSE,eval
2398,MG738155,MG738155,MG738155,1,FALSE,train
2399,MH810163,MH810163,MH810163,1,FALSE,train
2400,MK280984,MK280984,MK280984,1,TRUE,test
2401,MK167038,MK167038,MK167038,1,TRUE,test
2402,MH748550,MH748550,MH748550,1,FALSE,train
2407,KY352407,KY352407,KY352407,1,FALSE,train
2408,MH121121,MH121121,MH121121,1,TRUE,test
2409,MH117940,MH117940,MH117940,1,FALSE,train
2410,MH539771,MH539771,MH539771,1,FALSE,train
2411,MH539772,MH539772,MH539772,1,FALSE,train
2412,MH581489,MH581489,MH581489,1,FALSE,eval
2414,MH056658,MH056658,MH056658,1,FALSE,train
2415,MH061336,MH061336,MH061336,1,FALSE,train
2416,MH061337,MH061337,MH061337,1,FALSE,train
2417,MH061338,MH061338,MH061338,1,FALSE,train
2418,MH061339,MH061339,MH061339,1,FALSE,train
2419,MH061340,MH061340,MH061340,1,FALSE,train
2423,MH938448,MH938448,MH938448,1,FALSE,eval
2425,MH938450,MH938450,MH938450,1,FALSE,train
2426,MH924835,MH924835,MH924835,1,FALSE,train
2427,MK032177,MK032177,MK032177,1,FALSE,eval
2428,MK032178,MK032178,MK032178,1,FALSE,train
2429,MK032179,MK032179,MK032179,1,FALSE,train
2430,MK032180,MK032180,MK032180,1,FALSE,train
2431,MK032181,MK032181,MK032181,1,FALSE,eval
2433,MK062179,MK062179,MK062179,1,TRUE,test
2434,MK062180,MK062180,MK062180,1,TRUE,test
2435,MK062181,MK062181,MK062181,1,TRUE,test
2436,MK062182,MK062182,MK062182,1,TRUE,train
2437,MK062183,MK062183,MK062183,1,TRUE,train
2438,MK062184,MK062184,MK062184,1,TRUE,train
2439,MK039552,MK039552,MK039552,1,TRUE,train
2440,MK039553,MK039553,MK039553,1,TRUE,eval
2441,MH715491,MH715491,MH715491,1,FALSE,train
2442,MH687934,MH687934,MH687934,1,FALSE,train
2443,MH687935,MH687935,MH687935,1,FALSE,train
2444,MH687936,MH687936,MH687936,1,FALSE,train
2445,MH687937,MH687937,MH687937,1,FALSE,train
2446,MH687938,MH687938,MH687938,1,FALSE,train
2447,MH687939,MH687939,MH687939,1,FALSE,train
2448,MH687940,MH687940,MH687940,1,FALSE,eval
2449,MH687941,MH687941,MH687941,1,FALSE,train
2450,MH687942,MH687942,MH687942,1,FALSE,train
2451,MH687943,MH687943,MH687943,1,FALSE,train
2452,MH687944,MH687944,MH687944,1,FALSE,train
2453,MH687945,MH687945,MH687945,1,FALSE,train
2454,MH687946,MH687946,MH687946,1,FALSE,train
2455,MH687947,MH687947,MH687947,1,FALSE,train
2456,MH687948,MH687948,MH687948,1,FALSE,eval
2457,MH687949,MH687949,MH687949,1,FALSE,train
2458,MH687950,MH687950,MH687950,1,FALSE,train
2459,MH687951,MH687951,MH687951,1,FALSE,eval
2460,MH687952,MH687952,MH687952,1,FALSE,train
2461,MH687953,MH687953,MH687953,1,FALSE,train
2462,MH687954,MH687954,MH687954,1,FALSE,train
2463,MH687955,MH687955,MH687955,1,FALSE,train
2464,MH687956,MH687956,MH687956,1,FALSE,eval
2465,MH687957,MH687957,MH687957,1,FALSE,train
2466,MH687958,MH687958,MH687958,1,FALSE,train
2467,MH687959,MH687959,MH687959,1,FALSE,eval
2468,MH687960,MH687960,MH687960,1,FALSE,train
2469,MH687961,MH687961,MH687961,1,FALSE,train
2470,MH687962,MH687962,MH687962,1,FALSE,train
2471,MH687963,MH687963,MH687963,1,FALSE,train
2472,MH687964,MH687964,MH687964,1,FALSE,train
2473,MH687965,MH687965,MH687965,1,FALSE,train
2474,MH687966,MH687966,MH687966,1,FALSE,train
2475,MH687967,MH687967,MH687967,1,FALSE,train
2476,MH687968,MH687968,MH687968,1,FALSE,train
2477,MH687969,MH687969,MH687969,1,FALSE,train
2478,MH687970,MH687970,MH687970,1,FALSE,eval
2479,MH687971,MH687971,MH687971,1,FALSE,eval
2480,MH687972,MH687972,MH687972,1,FALSE,train
2481,MH687973,MH687973,MH687973,1,FALSE,train
2482,MH687974,MH687974,MH687974,1,FALSE,train
2483,MH687976,MH687976,MH687976,1,FALSE,train
2484,MH687977,MH687977,MH687977,1,FALSE,train
2485,MH687978,MH687978,MH687978,1,FALSE,eval
2486,MH878976,MH878976,MH878976,1,FALSE,train
2489,MG832584,MG832584,MG832584,1,FALSE,train
2491,MH940245,MH940245,MH940245,1,TRUE,eval
2494,MH708895,MH708895,MH708895,1,FALSE,train
2495,MG546330,MG546330,MG546330,1,TRUE,eval
2496,MG546331,MG546331,MG546331,1,TRUE,train
2498,MF000457,MF000457,MF000457,1,TRUE,train
2499,MF000458,MF000458,MF000458,1,TRUE,train
2500,MF000459,MF000459,MF000459,1,TRUE,train
2501,MF000460,MF000460,MF000460,1,TRUE,train
2502,MF924724,MF924724,MF924724,1,FALSE,eval
2504,MH817484,MH817484,MH817484,1,FALSE,train
2505,MG517474,MG517474,MG517474,1,FALSE,eval
